,Acc,Depth,MAE,Rate,Stops
1362,0.9910213243546577,28,0.008978675645342313,0.04,230
1363,0.9921436588103255,28,0.007856341189674524,0.05,230
1364,0.9921436588103255,28,0.007856341189674524,0.060000000000000005,230
1365,0.9932659932659933,28,0.006734006734006734,0.06999999999999999,230
1366,0.9932659932659933,28,0.006734006734006734,0.08,230
1367,0.9932659932659933,28,0.006734006734006734,0.09,230
1368,0.9461279461279462,29,0.05387205387205387,0.01,230
1369,0.9809203142536476,29,0.019079685746352413,0.02,230
1370,0.9887766554433222,29,0.01122334455667789,0.03,230
1371,0.9910213243546577,29,0.008978675645342313,0.04,230
1372,0.9921436588103255,29,0.007856341189674524,0.05,230
1373,0.9921436588103255,29,0.007856341189674524,0.060000000000000005,230
1374,0.9932659932659933,29,0.006734006734006734,0.06999999999999999,230
